Ительменское слово,Русское слово,Часть речи
nonom,пастбище,сущ
anfčoʔɬ-,пасти,неп
xčoɬ-,пасти стадо,п1
xčoɬ-,пасти стадо,
anxčoʔɬkaɬχ,пастух,сущ
fačza-,пасть открывать,неп
patron,патрон,сущ
ʷsik'k'aj,паук,сущ
sik'uk',паук,сущ
sač'эŋ,пах,сущ
paxaʔɬ-,пахать,неп
sq-,пахнуть,неп
sqka-,пахнуть,неп
əlk'sэzo-,пачкать,п1
əlk'sэzo-,пачкаться,неп
anzazo-,пачкаться многократно,неп
č'umk'э-,пеленать,п1
tnakol,пень,сущ
ʷpiŋpiŋ,пепел,сущ
pэŋpэŋjoɬxэn,пепельница,сущ
piŋlaχ,пепельный цвет,прил
xэpoxpx,первосвященик,сущ
pэrwoj,первый,прил
pэrwoj,первый,прил
tkupэnpaw,первый от центра запор,сущ
luqэn,из-под снега,сущ
inčilэʔɬ-,перебирать,неп
χaʔmnэ-,переваливать через гору,неп
xəʔmnэ-,переваливать через хребет,неп
kiw,Колвоч,собств
ŋэjŋэ,Переваљной,собств
эt'osčo-,переварить,неп
ənɬэmza-,место,п1
əntxla-,перевозить,п2
tqəz-,перевозить через реку,п1
ənpiŋэʔɬ-,переворачивать,п1
ənpnэʔɬ-,переворачивать,п1
ənsč'aʔŋa-,переворачивать,п1
sxozŋa-,переворачиваться,неп
ɬčkust-,переглядываться,п1
ənpэskoz-,перегонять,п1
kɬfəɲčk,перед,нареч
ənsč'эlla-,передвигать,п1
kɬfəɲčʔan,передний,прил
fээčχ,летней обуви,сущ
uwik,передняя часть одежды,сущ
tqəz-,переправлять,п1
ənta-,переправляться,неп
əntat- неп sizŋit'ɬ,переправляться,сущ
peredowoj,передовой,прил
qazala-,передразнивать,п1
qazalaʔɬ-,передразнивать,неп
ənta-,переезжать,неп
jalwэt-,переезжать на другое место,неп
xəʔmnэ-,переезжать через горы,неп
krurэw-,переживать,неп
nitasxэn-,переживать,неп
čalxta-,переживать,п1
kank-,перезимовать,неп
k'izwizwэč,перекат,сущ
эpэwrəŋ,перекат,сущ
lukэl-,перекликаться,неп
tqэns-,перекосить,п1
txwəlэt-,перекрывать путь,неп
pələt-,перекусывать все предметы,п2
təʔmnэ-,перелезать,п1
χaʔmnэ-,перелезать через забор,неп
lusiŋit-,перелетать,неп
siŋэt-,перелетать с места на место,неп
ip-,переливать через край,неп
peremena,перемена,сущ
korэmt,переметка,сущ
kakf,перен,сущ
pənk'эč,перенога,сущ
nэspəl,свежим следам,сущ
timpɬ-,переносить,п1
əntxla-,переносить,п2
szu-,переносить на спине,п2
kэʔɲɬэtnom,перепись,сущ
əntanom,переправа,сущ
twajt-,перепрыгивать,неп
twajtat-,перепрыгивать,неп
twajtzo-,перепрыгивать,неп
twajčo-,перепрыгивать,неп
ənq'lt-,перепутать,п1
q'lэ-,перепутаться,неп
qэnʔэsəm,перерыв,сущ
nэk'a-,перерывать,п1
ənsialwэt-,переселять,п1
ənsialwэtэt-,переселять,п1
la-,пересказывать,п2
ɬxilŋi-,переставать,неп
ənk'эxsa-,пересушить,п1
ɬnisxini-,пересчитывать,п1
k'isxɬэt-,пересыхать,неп
insimpɬ-,перетаскивать быстро,п1
ɬnisxini-,перечитывать,п1
čmaqa-,перешагивать,п1
čmaqat-,перешагивать,п1
ənfaqt-,перешагивать заставлять,п1
nэk'a-,перешаривать,п1
čэɬxčэɬx,перо,сущ
ənmi-,перья ощипывать,п1
эtɬxtэ-,перьями обрастать,неп
sipuq,песец,сущ
xodilaʔn,песни ительменские,сущ
čaqaʔɬэs,песня,сущ
qэrwэʎu,песня колыбельная,сущ
tosx,песок,сущ
spэ,пест,сущ
tqniŋ сущ с.,пест,
kэlilan,пёстрая нерпа,сущ
atamsqəl,пестрая птичка,сущ
kэli,пёстрый,прил
məlʔarak,пестряк,сущ
tosxʔan,песчаный,прил
lэqəl,петля,сущ
эnat,петля,сущ
aʎэʔn lэk'il,обуви -,сущ
tnakэl,петля у вида легкой обуви,сущ
pэtux,петух,сущ
ŋrэp-,петь,неп
čaqaʔɬ-,петь,неп
эʔŋuŋi-,петь,неп
эŋэŋsэ-,петь по шамански,неп
qolэnto-,петь прощальную песню,неп
xodila-,петь ходилье,неп
pэwlumč,пеуль,сущ
makoʔlaχ,печальный,прил
pontapont,печень,сущ
ojэlatnom,печь,сущ
opэčik,печь,сущ
pэči,печь,сущ
pэčiʔ,печь,сущ
pэčэʔɬ-,печь,неп
ɬalaŋ,пешком,нареч
ɬэjwo нареч с.,пешком,
ɬэjwo-,пешком идти,неп
pilэʔ,пила,сущ
piliʔɬ-,пилить,неп
pilэzaʔɬ-,пилить,неп
qэpɬk'oɬ-,пинаться,неп
č'axɬ-,пировать,неп
č'эɬэlat-,пировать,неп
kэli-,писать,п1
kэliʔɬ-,писать,неп
č'mamɬ-,пищать,неп
эt'osčo-,пище улечься,неп
it'эmɬ-,пищей давиться,неп
wit-,плавать,неп
pwat-,плавать,неп
pwatэt-,плавать,неп
tӑlfs-,плавать,неп
fi-,плавать,неп
fэɬat-,плавать,неп
fэt-,плавать долго,неп
pwatэt-,дистрибутивно,неп
ŋojŋən,плавник,сущ
taʔŋorэčχ,плавник,сущ
txločχ,плавник,сущ
tэwəč,плавник рыбий,сущ
pipэʔlэč,плавник рыбы,сущ
tənzasχ,плавник рыбы,сущ
tэwэčχ,плавничок,сущ
ritwiriwu-,плакать,неп
sэŋɬzo-,плакать,неп
fajxa-,плакать,неп
č'mamɬ-,плакать,неп
č'ŋэl-,плакать,неп
sэŋɬ-,плакать навзрыд,неп
č'ŋэɬu,плакса,сущ
ənluʔɬ-,пламя раздувать,п1
ənluʔɬэt-,пламя раздувать,п1
plan,план,сущ
kэʔns- časχ,планка для петель на рубашке,неп
kэlэnom,письменность,сущ
kэlэʔɬknэn,письменный,прил
kэlэkэl,письмо,сущ
kэlэnom,письмо,сущ
бiwɨlik,пить,неп
wil-,пить,неп
wil-,пить,п1
il- неп с.,пить,
il- п1 с.,пить,
čaqaʔɬ-,пить,неп
wilэt-,пить до конца,неп
ŋэpɬ-,пить долго,неп
wilэt-,пить много,неп
ik'sxulэʔɬ-,пить хотеть,неп
imɬo-,пить чай,неп
čajʔa-,пить чай,неп
wilэt-,пить часто,неп
wilnom,питье,сущ
kэʔɲɬ-,пиши,неп
nowaɬэs,пища,сущ
nonom,пища,сущ
opana,пища для собак,сущ
axt-,пластать,п1
xt-,пластать,п1
əlfɬ-,пластать,п1
əxt- неп с.,пластать,
əxt-,пластать;,п1
wilэt-,платить,п1
iɲɬ-,платить,п1
plat,платок,сущ
ot's,плаха,сущ
fajxanom,плач,сущ
asasjэɬxэn,плевательница,сущ
ask'rэ,плевательница,сущ
iɬxэɲčkэʔɬэt-,плевать,неп
iɬxэɲčkэʔɬ-,плеваться,неп
iɬxэɲčkэʔɬэt-,плеваться,неп
lufsx,племянник,сущ
lufsx,племянница,сущ
tskawэl-,плен,неп
k'azwizwač,на окна,сущ
omtэ-,плести,п1
tk'lo-,плести,п1
tk'lot-,плести,п1
tχz-,плести что-либо,п1
intχzэsχ,плетеная связка мелкой рыбы,сущ
č'ipsqэl,плетеная травяная корзина,сущ
toʔsэs,плетень рыбного запора,сущ
əntnэŋ,плечо,сущ
k'эmsx,плешь,сущ
mэɬqэw,плоды и ягоды,сущ
aŋɬlaχ,плоский,прил
apɬk'alaχ,плоский,прил
oʎwэʎaχ,плоский,прил
iʔɲɬəm,плоский берег,сущ
iʔɲɬəm,плоский берег,сущ
zэnzol,плоский камень,сущ
timitэm,плот,сущ
kilwiɬχ,плоть,сущ
tχaltχal,плоть,сущ
qiwэ,плохо,нареч
χэqэ,плохо,нареч
aŋqan ənt-,плохое сделать,п1
qiwэlaχ,плохой,прил
χэqэlaχ,плохой,прил
χэqэ,плохой,нареч
эčk'эlaχ,плохой,прил
kistaj,полуразвалившийся дом,сущ
ploщad',площадь,сущ
fi-,плыть,неп
ӑlfs-,"плыть вверх, против течения",неп
wi-,плыть по течению,неп
istэl-,плясать,неп
ipəɬqэ-,по воде хлопать,неп
ənʔi-,по делу говорить,п1
χэlaʔɬ-,по имени называть,п1
tiwʎat-,по реке бродить,неп
əzzut-,по своим местам раскладывать,п1
anəɲčxčaʔɬnom,победа,сущ
anəɲčxčaʔɬkiɬχ,победитель,сущ
anəɲčxčaʔɬ-,побеждать,неп
əɲčxča-,побеждать,п1
əɲčxčazo-,побеждать,п1
əɲčxčat-,побеждать,п1
бэʎiʔɬ-,побелкой заниматься,неп
эrwэn,побережье,сущ
nэtməɲɬ-,побивать,неп
nэtməɲɬ-,побивать,п1
talawata-,побить,п1
atxk'za-,поблескивать,неп
txɬnom,побоев следы,сущ
qlэ,действию,межд
k'oɬət-,повадиться приходить,неп
χaq til-,повадки узнавать,п2
kkokazoʔan,повар,сущ
paju-,поварежкой зачерпывать,неп
təzanɬxanэŋ,по-вашему,нареч
ənsxozŋata-,повернуть,п1
ənt'эnŋa-,повесить,п1
k'up-,повеситься,неп
fisx,по-видимому,межд
ənsxozŋa-,поворачивать,п1
ənsxozŋazo-,поворачивать,п1
ənsxozŋat-,поворачивать,п1
sxozŋa-,поворачиваться,неп
sxozŋazo-,поворачиваться,неп
sxozŋat-,поворачиваться,неп
fisfэʔn,обувь,сущ
aʎэʔn,повседневные летние обуви,сущ
alэʔn,погоды),сущ
powtorenie,повторение,сущ
aɲčpakat-,повторять,п1
qazalaʔɬ-,повторять,неп
powtoras,повторять,п1
qazala-,повторять сказанное,п1
əntxun-,погасить свет,п1
mэč'-,погибать,неп
imzatэʔnəŋ,погонялка для рыбы,сущ
pograničnik,пограничник,сущ
pograničnoj,пограничный,прил
insimpɬ-,погружать,неп
čkɬ-,погружаться,неп
l'эt'эl-,погубить,п1
mэt'эlэ-,погубить,п1
tnŭmk,под,нареч
tnŭmkэ,под,нареч
čəsk,под,нареч
čəskэ,под,нареч
zil-,подавать,п1
nэnomk,"подальше от берега, от воды",нареч
gostinцaʔ,подарок,сущ
iɲčzum,подарок,сущ
anst'wolnoŋ,подбивка на лыже под ступней,сущ
ənsxu-,подбирать,п1
эnwэl-,подбирать,неп
natkawa-,подбить кому-либо ногу,п1
kəmk'č,подбородок,сущ
k'imkč,подбородок,сущ
lopləmzo-,подвернуть,п1
lopləmzotə-,подвертывать,п1
zipkэ,подвесная детская люлька,сущ
zipkэʔ,"подвесная колыбель, зыбка",сущ
tniɬэt-,подвигать,п1
ənsč'эlla-,подвигать,п1
kэŋrэt-,подгорать,неп
ɬinŋaziɬ-,подготовлять,п1
č'sxən-,поддакивать,неп
ənlola-,поддерживать,п1
skala-,поделать,п1
zarэ-,поджаривать,неп
zarэʔɬ-,поджарить,неп
nэtxaʔɬ-,поджигать,неп
t'aɬi,поди,межд
ɬinnut-,подкармливать,п1
pэt,подкладка для маленьких детей,сущ
pkatnəŋ,подкладка у одежды,сущ
pэtэʔɬ-,подкладывать детям подстилку,неп
pэtэʔɬ-,подкладывать подстилку,п1
nэtməɲɬ-,подклеивать,неп
nэtməɲɬ-,подклеивать,п1
эɬf,подкожная шкурка,сущ
satola-,подкопать,п1
awazэʔɬ-,подлащиваться,неп
ič'əmč,подлесок березовый,сущ
qiwэlaχ,подлый,прил
alwoltэ-,подманить собак,п1
k'эwərx,подмастерье,сущ
katɬ-,подмерзать,неп
mali-,подметать,неп
mali-,подметать,п1
č'эzaq,подмышка,сущ
ənsxu-,поднимать,п1
ənsxut-,поднимать,п1
tэfs-,поднимать наверх,п1
sэzza-,подниматься,неп
fnэ-,подниматься,неп
эfs-,подниматься,неп
эfsata-,подняться,неп
kzu-,подождать,п1
čkzt-,подозревать,п1
t'aɬi,подойти,межд
čoɬxən,подол одежды,сущ
эčэŋəlŋən,подошва,сущ
